t_mono,t_wall,n_procs,client_rss_mb,workers_rss_mb,tree_rss_mb,tree_cpu_pct,sys_used_mb,sys_available_mb,swap_used_mb,workers
110320.8394,1788876622.0289,6,482.41,391.83,874.24,101.2,15763.1,40279.2,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110320.9480,1788876622.1376,6,482.79,391.83,874.62,99.5,15762.8,40279.4,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110321.0587,1788876622.2483,6,482.91,391.83,874.74,99.8,15762.8,40279.4,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110321.1689,1788876622.3585,6,482.91,391.83,874.74,101.4,15762.8,40279.4,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110321.2774,1788876622.4669,6,483.62,391.83,875.46,100.3,15764.0,40278.2,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110321.3870,1788876622.5765,6,488.38,391.83,880.21,100.5,15764.0,40278.2,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110321.4966,1788876622.6861,6,494.86,391.83,886.70,110.1,15764.0,40278.2,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110321.6056,1788876622.7951,6,492.57,391.83,884.40,91.6,15764.2,40278.0,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110321.7147,1788876622.9043,6,492.57,391.83,884.40,101.0,15764.2,40278.0,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110321.8237,1788876623.0132,6,493.94,391.83,885.77,101.4,15764.2,40278.0,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110321.9322,1788876623.1217,6,495.44,391.83,887.27,99.2,15764.2,40278.0,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110322.0431,1788876623.2326,6,496.82,391.83,888.65,100.4,15764.5,40277.7,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110322.1527,1788876623.3423,6,497.69,391.83,889.52,109.6,15764.5,40277.7,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110322.2621,1788876623.4516,6,498.07,391.83,889.90,101.1,15764.5,40277.7,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110322.3708,1788876623.5604,6,499.07,391.83,890.90,108.8,15765.0,40277.2,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110322.4812,1788876623.6708,6,499.68,391.83,891.51,110.5,15765.0,40277.2,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110322.5898,1788876623.7793,6,499.93,391.83,891.76,100.3,15763.5,40278.7,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110322.6994,1788876623.8890,6,500.30,391.83,892.14,99.8,15763.4,40278.9,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110322.8096,1788876623.9991,6,547.81,391.83,939.64,144.7,15806.8,40235.4,2374.2,3171827:13;3171945:95;3171946:95;3171947:95;3171948:95
110322.9203,1788876624.1098,6,531.73,422.02,953.75,200.1,15823.0,40219.2,2374.2,3171827:13;3171945:102;3171946:102;3171947:102;3171948:103
110323.0301,1788876624.2197,6,531.73,562.14,1093.87,398.9,15856.7,40185.5,2374.2,3171827:13;3171945:137;3171946:137;3171947:137;3171948:138
110323.1405,1788876624.3300,6,532.23,648.39,1180.62,353.9,15921.1,40121.1,2374.2,3171827:13;3171945:171;3171946:163;3171947:150;3171948:151
110323.2506,1788876624.4402,6,532.23,636.32,1168.55,378.2,15974.1,40068.1,2374.2,3171827:13;3171945:159;3171946:157;3171947:153;3171948:154
110323.3617,1788876624.5513,6,532.23,636.70,1168.92,8.9,15973.8,40068.4,2374.2,3171827:13;3171945:159;3171946:157;3171947:154;3171948:154
110323.4737,1788876624.6632,6,532.23,636.70,1168.92,9.1,15973.8,40068.4,2374.2,3171827:13;3171945:159;3171946:157;3171947:154;3171948:154
110323.5834,1788876624.7730,6,532.23,700.28,1232.51,170.6,15983.6,40058.7,2374.2,3171827:13;3171945:175;3171946:173;3171947:170;3171948:170
110323.6948,1788876624.8843,6,532.23,709.80,1242.03,45.6,15986.6,40055.7,2374.2,3171827:13;3171945:177;3171946:175;3171947:172;3171948:173
110323.8041,1788876624.9937,6,532.23,710.80,1243.02,45.0,15987.1,40055.2,2374.2,3171827:13;3171945:178;3171946:175;3171947:173;3171948:173
110323.9153,1788876625.1048,6,532.23,710.80,1243.02,0.0,15981.0,40061.2,2374.2,3171827:13;3171945:178;3171946:175;3171947:173;3171948:173
110324.0238,1788876625.2133,6,532.23,712.98,1245.21,45.4,15983.7,40058.6,2374.2,3171827:13;3171945:178;3171946:176;3171947:173;3171948:173
110324.1339,1788876625.3235,6,532.23,746.06,1278.29,243.0,16027.2,40015.0,2374.2,3171827:13;3171945:179;3171946:177;3171947:190;3171948:188
110324.2451,1788876625.4346,6,532.23,726.05,1258.28,346.0,16031.8,40010.4,2374.2,3171827:13;3171945:180;3171946:177;3171947:177;3171948:180
110324.3548,1788876625.5444,6,532.23,726.62,1258.84,18.2,16031.7,40010.5,2374.2,3171827:13;3171945:180;3171946:177;3171947:177;3171948:180
110324.4648,1788876625.6544,6,532.23,728.02,1260.25,45.2,16031.7,40010.5,2374.2,3171827:13;3171945:180;3171946:177;3171947:177;3171948:180
110324.5755,1788876625.7650,6,532.23,728.69,1260.91,27.6,16031.7,40010.5,2374.2,3171827:13;3171945:180;3171946:178;3171947:178;3171948:180
110324.6842,1788876625.8737,6,532.23,729.38,1261.61,64.4,16031.7,40010.5,2374.2,3171827:13;3171945:180;3171946:178;3171947:178;3171948:181
110324.7931,1788876625.9826,6,532.23,731.17,1263.39,46.0,16032.7,40009.6,2374.2,3171827:13;3171945:181;3171946:178;3171947:178;3171948:181
110324.9021,1788876626.0916,6,532.23,733.80,1266.02,82.2,16033.6,40008.6,2374.2,3171827:13;3171945:181;3171946:179;3171947:179;3171948:182
110325.0116,1788876626.2011,6,532.23,735.13,1267.36,63.7,16037.6,40004.6,2374.2,3171827:13;3171945:182;3171946:179;3171947:179;3171948:182
110325.1216,1788876626.3112,6,532.23,736.77,1269.00,91.4,16038.1,40004.1,2374.2,3171827:13;3171945:182;3171946:180;3171947:180;3171948:183
110325.2310,1788876626.4206,6,532.23,737.65,1269.88,54.6,16038.1,40004.1,2374.2,3171827:13;3171945:181;3171946:180;3171947:180;3171948:183
110325.3411,1788876626.5307,6,532.23,740.69,1272.92,108.5,16033.1,40009.1,2374.2,3171827:13;3171945:183;3171946:181;3171947:180;3171948:185
110325.4518,1788876626.6413,6,532.23,741.13,1273.36,27.4,16033.4,40008.8,2374.2,3171827:13;3171945:183;3171946:181;3171947:180;3171948:185
110325.5611,1788876626.7506,6,532.23,742.10,1274.33,81.3,16033.6,40008.6,2374.2,3171827:13;3171945:183;3171946:181;3171947:180;3171948:185
110325.6719,1788876626.8615,6,532.23,744.15,1276.38,81.9,16055.8,39986.4,2374.2,3171827:13;3171945:183;3171946:181;3171947:181;3171948:185
110325.7819,1788876626.9714,6,532.23,746.63,1278.86,100.6,16056.5,39985.7,2374.2,3171827:13;3171945:184;3171946:182;3171947:182;3171948:187
110325.8913,1788876627.0808,6,532.23,747.39,1279.61,72.0,16096.1,39946.1,2374.2,3171827:13;3171945:184;3171946:182;3171947:183;3171948:187
110326.0024,1788876627.1919,6,532.23,749.00,1281.23,45.9,16097.1,39945.1,2374.2,3171827:13;3171945:184;3171946:182;3171947:183;3171948:187
110326.1115,1788876627.3011,6,532.23,750.00,1282.23,36.6,16097.1,39945.1,2374.2,3171827:13;3171945:185;3171946:182;3171947:183;3171948:187
110326.2209,1788876627.4105,6,532.23,749.36,1281.59,60.5,16097.1,39945.1,2374.2,3171827:13;3171945:185;3171946:181;3171947:183;3171948:187
110326.3366,1788876627.5262,6,532.35,751.29,1283.64,91.3,16097.1,39945.2,2374.2,3171827:13;3171945:185;3171946:181;3171947:185;3171948:187
110326.4463,1788876627.6358,6,532.35,751.99,1284.34,114.9,16090.1,39952.2,2374.2,3171827:13;3171945:186;3171946:181;3171947:185;3171948:187
110326.5592,1788876627.7487,6,532.35,753.77,1286.12,82.3,16090.1,39952.2,2374.2,3171827:13;3171945:186;3171946:181;3171947:186;3171948:188
110326.6685,1788876627.8581,6,532.35,754.54,1286.89,54.8,16090.6,39951.7,2374.2,3171827:13;3171945:186;3171946:181;3171947:186;3171948:188
110326.7779,1788876627.9675,6,532.35,755.68,1288.04,64.1,16090.6,39951.7,2374.2,3171827:13;3171945:186;3171946:181;3171947:187;3171948:189
110326.8872,1788876628.0767,6,532.35,756.70,1289.05,98.8,15814.9,40227.3,2374.2,3171827:13;3171945:186;3171946:181;3171947:187;3171948:189
110326.9985,1788876628.1880,6,532.35,759.93,1292.28,128.2,15828.6,40213.6,2374.2,3171827:13;3171945:186;3171946:182;3171947:189;3171948:190
110327.1077,1788876628.2972,6,532.48,762.33,1294.81,190.9,15833.2,40209.0,2374.2,3171827:13;3171945:186;3171946:182;3171947:191;3171948:190
110327.2178,1788876628.4073,6,532.48,763.73,1296.21,90.4,15827.0,40215.3,2374.2,3171827:13;3171945:187;3171946:182;3171947:192;3171948:190
110327.3283,1788876628.5179,6,532.48,765.39,1297.87,109.6,15829.9,40212.3,2374.2,3171827:13;3171945:187;3171946:183;3171947:192;3171948:190
110327.4377,1788876628.6272,6,532.48,766.51,1298.99,72.9,15843.0,40199.2,2374.2,3171827:13;3171945:188;3171946:183;3171947:193;3171948:190
110327.5474,1788876628.7369,6,532.48,767.38,1299.86,63.8,15842.7,40199.5,2374.2,3171827:13;3171945:188;3171946:183;3171947:193;3171948:191
110327.6571,1788876628.8467,6,532.48,768.30,1300.78,18.2,15842.7,40199.5,2374.2,3171827:13;3171945:188;3171946:183;3171947:193;3171948:191
110327.7668,1788876628.9564,6,532.48,769.09,1301.57,100.7,15833.9,40208.3,2374.2,3171827:13;3171945:189;3171946:183;3171947:194;3171948:191
110327.8760,1788876629.0656,6,532.48,769.78,1302.26,36.5,15848.4,40193.9,2374.2,3171827:13;3171945:189;3171946:183;3171947:195;3171948:191
110327.9855,1788876629.1750,6,532.48,770.93,1303.41,45.6,15867.6,40174.6,2374.2,3171827:13;3171945:189;3171946:183;3171947:195;3171948:191
110328.0950,1788876629.2845,6,532.48,772.35,1304.82,36.6,15869.3,40172.9,2374.2,3171827:13;3171945:190;3171946:183;3171947:196;3171948:191
110328.2040,1788876629.3936,6,532.48,773.79,1306.26,110.1,15874.0,40168.3,2374.2,3171827:13;3171945:190;3171946:181;3171947:200;3171948:191
110328.3131,1788876629.5027,6,532.48,774.82,1307.29,73.1,15873.9,40168.3,2374.2,3171827:13;3171945:190;3171946:181;3171947:200;3171948:191
110328.4225,1788876629.6120,6,532.48,776.20,1308.68,63.9,15876.5,40165.8,2374.2,3171827:13;3171945:190;3171946:181;3171947:201;3171948:192
110328.5322,1788876629.7217,6,532.48,778.72,1311.20,73.4,15875.6,40166.7,2374.2,3171827:13;3171945:190;3171946:182;3171947:202;3171948:192
110328.6412,1788876629.8308,6,532.48,781.49,1313.97,182.0,15875.1,40167.1,2374.2,3171827:13;3171945:191;3171946:182;3171947:204;3171948:193
110328.7512,1788876629.9408,6,532.48,782.57,1315.05,45.8,15874.8,40167.4,2374.2,3171827:13;3171945:191;3171946:182;3171947:204;3171948:193
110328.8602,1788876630.0497,6,532.48,787.15,1319.62,174.3,15859.5,40182.7,2374.2,3171827:13;3171945:192;3171946:183;3171947:207;3171948:192
110328.9692,1788876630.1587,6,532.48,787.36,1319.84,45.5,15876.8,40165.4,2374.0,3171827:13;3171945:193;3171946:183;3171947:207;3171948:193
110329.0790,1788876630.2686,6,532.48,788.70,1321.18,63.3,15876.8,40165.4,2374.0,3171827:13;3171945:193;3171946:183;3171947:207;3171948:193
110329.1895,1788876630.3790,6,532.48,790.06,1322.54,36.5,15877.0,40165.2,2374.0,3171827:13;3171945:193;3171946:183;3171947:207;3171948:193
110329.2989,1788876630.4884,6,532.48,791.55,1324.03,137.0,15880.2,40162.1,2374.0,3171827:13;3171945:195;3171946:182;3171947:208;3171948:193
110329.4084,1788876630.5979,6,532.48,792.66,1325.14,82.4,15881.2,40161.0,2374.0,3171827:13;3171945:196;3171946:182;3171947:209;3171948:193
110329.5177,1788876630.7072,6,532.48,796.20,1328.67,145.6,15885.0,40157.2,2374.0,3171827:13;3171945:198;3171946:182;3171947:210;3171948:194
110329.6277,1788876630.8172,6,532.48,796.55,1329.03,36.4,15884.1,40158.2,2374.0,3171827:13;3171945:198;3171946:182;3171947:210;3171948:194
110329.7374,1788876630.9269,6,532.48,798.70,1331.17,73.3,15881.6,40160.6,2374.0,3171827:13;3171945:198;3171946:183;3171947:211;3171948:194
110329.8467,1788876631.0362,6,532.48,798.84,1331.31,36.8,15883.1,40159.1,2374.0,3171827:13;3171945:198;3171946:182;3171947:211;3171948:194
110329.9555,1788876631.1451,6,532.48,798.89,1331.37,45.9,15885.3,40157.0,2373.8,3171827:13;3171945:198;3171946:183;3171947:212;3171948:193
110330.0644,1788876631.2539,6,532.48,798.89,1331.37,9.1,15884.9,40157.3,2373.8,3171827:13;3171945:198;3171946:183;3171947:212;3171948:193
110330.1746,1788876631.3641,6,532.48,799.70,1332.18,63.5,15880.4,40161.9,2373.8,3171827:13;3171945:198;3171946:183;3171947:212;3171948:193
110330.2850,1788876631.4745,6,532.48,801.61,1334.09,45.8,15882.6,40159.6,2373.8,3171827:13;3171945:198;3171946:184;3171947:213;3171948:194
110330.3943,1788876631.5838,6,532.48,802.52,1335.00,27.3,15881.4,40160.8,2373.8,3171827:13;3171945:198;3171946:184;3171947:213;3171948:194
110330.5040,1788876631.6935,6,532.48,802.52,1335.00,0.0,15882.4,40159.8,2373.8,3171827:13;3171945:198;3171946:184;3171947:213;3171948:194
110330.6140,1788876631.8035,6,532.48,803.36,1335.83,36.2,15889.3,40152.9,2373.8,3171827:13;3171945:198;3171946:185;3171947:213;3171948:194
110330.7244,1788876631.9139,6,532.48,803.25,1335.72,45.6,15887.6,40154.7,2373.8,3171827:13;3171945:198;3171946:184;3171947:213;3171948:195
110330.8339,1788876632.0235,6,532.48,806.16,1338.64,116.6,15885.4,40156.8,2373.8,3171827:13;3171945:198;3171946:185;3171947:214;3171948:196
110330.9454,1788876632.1349,6,532.48,806.44,1338.92,27.5,15890.7,40151.5,2373.5,3171827:13;3171945:198;3171946:185;3171947:214;3171948:196
110331.0544,1788876632.2439,6,532.48,808.89,1341.36,155.9,15945.7,40096.5,2373.2,3171827:13;3171945:199;3171946:187;3171947:214;3171948:196
110331.1634,1788876632.3529,6,532.48,810.51,1342.99,36.8,15947.5,40094.7,2373.2,3171827:13;3171945:200;3171946:188;3171947:214;3171948:196
110331.2723,1788876632.4618,6,532.48,811.99,1344.47,117.8,15948.7,40093.6,2373.2,3171827:13;3171945:201;3171946:188;3171947:214;3171948:197
110331.3826,1788876632.5721,6,532.48,812.31,1344.79,18.1,15948.7,40093.6,2373.2,3171827:13;3171945:201;3171946:188;3171947:214;3171948:197
110331.4933,1788876632.6828,6,532.48,814.27,1346.75,72.1,15948.7,40093.5,2373.2,3171827:13;3171945:201;3171946:189;3171947:214;3171948:197
110331.6043,1788876632.7938,6,532.48,818.48,1350.96,36.0,15953.6,40088.6,2373.2,3171827:13;3171945:204;3171946:190;3171947:215;3171948:197
110331.7151,1788876632.9046,6,532.60,817.42,1350.02,152.3,15948.5,40093.7,2373.2,3171827:13;3171945:204;3171946:190;3171947:212;3171948:198
110331.8268,1788876633.0163,6,532.60,817.95,1350.55,27.5,15950.5,40091.7,2373.2,3171827:13;3171945:204;3171946:190;3171947:212;3171948:199
110331.9359,1788876633.1254,6,532.60,819.46,1352.06,82.5,15939.5,40102.7,2373.2,3171827:13;3171945:205;3171946:190;3171947:212;3171948:199
110332.0448,1788876633.2344,6,532.60,820.23,1352.84,9.1,15939.2,40103.0,2373.2,3171827:13;3171945:205;3171946:190;3171947:212;3171948:200
110332.1544,1788876633.3440,6,532.60,820.09,1352.69,18.3,15938.9,40103.3,2373.2,3171827:13;3171945:205;3171946:190;3171947:212;3171948:200
110332.2635,1788876633.4530,6,532.60,820.00,1352.61,36.4,15940.1,40102.1,2373.2,3171827:13;3171945:205;3171946:191;3171947:212;3171948:200
110332.3734,1788876633.5629,6,532.60,820.75,1353.36,63.1,15940.3,40102.0,2373.2,3171827:13;3171945:205;3171946:191;3171947:212;3171948:200
110332.4842,1788876633.6738,6,532.60,821.14,1353.74,9.0,15940.3,40102.0,2373.2,3171827:13;3171945:205;3171946:191;3171947:212;3171948:200
110332.5954,1788876633.7850,6,532.60,822.33,1354.93,18.0,15940.5,40101.7,2373.2,3171827:13;3171945:206;3171946:192;3171947:212;3171948:200
110332.7066,1788876633.8961,6,532.60,821.66,1354.27,27.4,15940.5,40101.7,2373.2,3171827:13;3171945:206;3171946:192;3171947:212;3171948:200
110332.8159,1788876634.0054,6,532.60,822.95,1355.55,82.6,15939.6,40102.6,2373.2,3171827:13;3171945:206;3171946:193;3171947:211;3171948:201
110332.9250,1788876634.1145,6,532.60,823.53,1356.13,18.2,15939.1,40103.1,2373.2,3171827:13;3171945:206;3171946:193;3171947:211;3171948:201
110333.0353,1788876634.2249,6,532.60,823.86,1356.46,45.8,15939.4,40102.8,2373.2,3171827:13;3171945:206;3171946:193;3171947:211;3171948:201
110333.1445,1788876634.3341,6,532.73,824.73,1357.46,45.6,15941.9,40100.3,2373.2,3171827:13;3171945:206;3171946:194;3171947:211;3171948:201
110333.2541,1788876634.4436,6,532.73,826.42,1359.15,55.0,15955.1,40087.1,2373.2,3171827:13;3171945:206;3171946:194;3171947:212;3171948:201
110333.3632,1788876634.5527,6,532.73,826.26,1358.99,18.2,15974.0,40068.2,2373.2,3171827:13;3171945:206;3171946:194;3171947:212;3171948:201
110333.4729,1788876634.6624,6,532.73,826.87,1359.60,82.5,15967.8,40074.4,2373.2,3171827:13;3171945:206;3171946:194;3171947:212;3171948:202
110333.5820,1788876634.7715,6,532.73,827.29,1360.02,27.4,15967.8,40074.4,2373.2,3171827:13;3171945:206;3171946:194;3171947:212;3171948:202
110333.6913,1788876634.8809,6,532.73,827.99,1360.72,63.0,15968.8,40073.5,2373.2,3171827:13;3171945:206;3171946:194;3171947:212;3171948:203
110333.8023,1788876634.9918,6,532.73,827.83,1360.56,18.2,15965.8,40076.4,2373.2,3171827:13;3171945:206;3171946:194;3171947:212;3171948:203
110333.9118,1788876635.1014,6,532.73,828.31,1361.04,18.2,15979.3,40062.9,2373.2,3171827:13;3171945:206;3171946:194;3171947:212;3171948:203
110334.0214,1788876635.2109,6,532.73,828.43,1361.16,0.0,15949.8,40092.4,2373.2,3171827:13;3171945:206;3171946:195;3171947:212;3171948:203
110334.1311,1788876635.3207,6,532.73,829.58,1362.30,54.6,15964.3,40077.9,2373.2,3171827:13;3171945:206;3171946:195;3171947:213;3171948:203
110334.2412,1788876635.4307,6,532.73,829.55,1362.28,9.1,15966.2,40076.0,2373.2,3171827:13;3171945:206;3171946:195;3171947:213;3171948:203
110334.3513,1788876635.5408,6,532.73,830.70,1363.42,91.0,15996.2,40046.0,2373.2,3171827:13;3171945:206;3171946:196;3171947:212;3171948:203
110334.4611,1788876635.6507,6,532.73,830.95,1363.68,9.1,15998.5,40043.7,2373.2,3171827:13;3171945:206;3171946:197;3171947:212;3171948:203
110334.5706,1788876635.7601,6,532.73,831.67,1364.40,18.2,15999.6,40042.6,2373.2,3171827:13;3171945:207;3171946:197;3171947:212;3171948:203
110334.6800,1788876635.8696,6,532.73,832.29,1365.02,27.5,16002.5,40039.7,2373.2,3171827:13;3171945:207;3171946:197;3171947:212;3171948:203
110334.7891,1788876635.9787,6,532.73,833.21,1365.94,36.3,16004.2,40038.0,2373.2,3171827:13;3171945:207;3171946:197;3171947:212;3171948:203
110334.8994,1788876636.0890,6,532.73,833.71,1366.44,18.2,15995.1,40047.1,2373.2,3171827:13;3171945:208;3171946:197;3171947:212;3171948:203
110335.0092,1788876636.1988,6,532.73,834.83,1367.56,71.9,15982.5,40059.7,2373.2,3171827:13;3171945:209;3171946:198;3171947:212;3171948:204
110335.1205,1788876636.3100,6,532.85,835.21,1368.06,18.2,15982.5,40059.7,2373.2,3171827:13;3171945:209;3171946:198;3171947:212;3171948:204
110335.2309,1788876636.4204,6,532.85,837.46,1370.32,63.6,15982.3,40059.9,2373.0,3171827:13;3171945:210;3171946:199;3171947:212;3171948:204
110335.3409,1788876636.5304,6,532.85,837.73,1370.58,54.7,15984.4,40057.8,2373.0,3171827:13;3171945:210;3171946:199;3171947:212;3171948:204
110335.4503,1788876636.6398,6,532.85,840.00,1372.85,72.8,15984.9,40057.4,2373.0,3171827:13;3171945:211;3171946:200;3171947:212;3171948:204
110335.5602,1788876636.7498,6,532.85,840.24,1373.09,27.3,15980.9,40061.3,2373.0,3171827:13;3171945:211;3171946:200;3171947:212;3171948:205
110335.6702,1788876636.8597,6,532.85,842.59,1375.44,64.2,15985.3,40056.9,2373.0,3171827:13;3171945:211;3171946:202;3171947:212;3171948:205
110335.7794,1788876636.9690,6,532.85,843.07,1375.92,36.7,15989.0,40053.2,2373.0,3171827:13;3171945:211;3171946:202;3171947:212;3171948:205
110335.8886,1788876637.0781,6,532.85,844.00,1376.86,36.7,15989.2,40053.0,2373.0,3171827:13;3171945:211;3171946:203;3171947:212;3171948:205
110335.9978,1788876637.1873,6,532.85,844.59,1377.44,35.8,15985.6,40056.6,2373.0,3171827:13;3171945:212;3171946:203;3171947:212;3171948:205
110336.1097,1788876637.2992,6,532.85,845.95,1378.80,36.3,15987.1,40055.2,2373.0,3171827:13;3171945:212;3171946:203;3171947:212;3171948:205
110336.2199,1788876637.4094,6,532.98,844.97,1377.95,36.5,15991.5,40050.7,2373.0,3171827:13;3171945:211;3171946:205;3171947:212;3171948:205
110336.3293,1788876637.5189,6,532.98,845.30,1378.27,36.0,15992.0,40050.2,2373.0,3171827:13;3171945:211;3171946:205;3171947:212;3171948:205
110336.4403,1788876637.6298,6,532.98,845.69,1378.67,18.0,15992.0,40050.2,2373.0,3171827:13;3171945:211;3171946:205;3171947:212;3171948:205
110336.5514,1788876637.7409,6,532.98,845.76,1378.73,0.0,15992.0,40050.2,2373.0,3171827:13;3171945:211;3171946:205;3171947:212;3171948:205
110336.6626,1788876637.8521,6,532.98,845.88,1378.86,9.0,15992.7,40049.5,2373.0,3171827:13;3171945:211;3171946:205;3171947:212;3171948:205
110336.7742,1788876637.9637,6,532.98,847.74,1380.72,73.5,15993.5,40048.8,2373.0,3171827:13;3171945:213;3171946:205;3171947:212;3171948:205
110336.8830,1788876638.0725,6,532.98,848.86,1381.84,27.6,15992.2,40050.0,2373.0,3171827:13;3171945:213;3171946:206;3171947:212;3171948:205
110336.9917,1788876638.1813,6,532.98,850.18,1383.15,63.9,15992.5,40049.7,2373.0,3171827:13;3171945:214;3171946:206;3171947:213;3171948:205
110337.1010,1788876638.2906,6,532.98,850.40,1383.38,9.2,15993.0,40049.3,2373.0,3171827:13;3171945:214;3171946:206;3171947:213;3171948:205
110337.2101,1788876638.3996,6,532.98,853.05,1386.02,90.4,15995.4,40046.8,2373.0,3171827:13;3171945:214;3171946:207;3171947:213;3171948:207
110337.3207,1788876638.5103,6,532.98,853.18,1386.16,9.0,15995.4,40046.8,2373.0,3171827:13;3171945:214;3171946:207;3171947:213;3171948:207
110337.4314,1788876638.6209,6,532.98,852.84,1385.82,36.5,16004.6,40037.7,2373.0,3171827:13;3171945:214;3171946:207;3171947:212;3171948:207
110337.5409,1788876638.7304,6,532.98,852.95,1385.92,27.6,16004.6,40037.7,2373.0,3171827:13;3171945:214;3171946:207;3171947:212;3171948:207
110337.6496,1788876638.8392,6,532.98,854.60,1387.57,45.4,16004.6,40037.7,2373.0,3171827:13;3171945:214;3171946:208;3171947:213;3171948:207
110337.7597,1788876638.9492,6,532.98,854.50,1387.48,64.3,16008.0,40034.2,2373.0,3171827:13;3171945:214;3171946:208;3171947:212;3171948:207
110337.8687,1788876639.0582,6,532.98,857.43,1390.40,100.9,16009.2,40033.1,2373.0,3171827:13;3171945:214;3171946:209;3171947:214;3171948:208
110337.9777,1788876639.1672,6,532.98,858.20,1391.18,18.2,16009.3,40032.9,2373.0,3171827:13;3171945:214;3171946:209;3171947:214;3171948:208
110338.0873,1788876639.2768,6,532.98,859.37,1392.35,27.6,16012.3,40029.9,2373.0,3171827:13;3171945:214;3171946:209;3171947:214;3171948:209
110338.1963,1788876639.3858,6,532.98,865.24,1398.22,54.0,16020.2,40022.0,2373.0,3171827:13;3171945:219;3171946:209;3171947:214;3171948:209
110338.3074,1788876639.4969,6,532.98,859.32,1392.30,36.4,16017.6,40024.6,2373.0,3171827:13;3171945:214;3171946:208;3171947:214;3171948:209
110338.4171,1788876639.6067,6,532.98,859.59,1392.57,9.1,16017.6,40024.6,2373.0,3171827:13;3171945:215;3171946:208;3171947:214;3171948:209
110338.5267,1788876639.7163,6,532.98,860.62,1393.60,36.8,16017.9,40024.4,2373.0,3171827:13;3171945:215;3171946:209;3171947:214;3171948:210
110338.6356,1788876639.8251,6,532.98,860.75,1393.73,9.0,16017.9,40024.4,2373.0,3171827:13;3171945:215;3171946:209;3171947:214;3171948:210
110338.7460,1788876639.9356,6,532.98,862.24,1395.21,99.5,16017.9,40024.4,2373.0,3171827:13;3171945:216;3171946:209;3171947:214;3171948:210
110338.8567,1788876640.0462,6,532.98,862.45,1395.43,27.1,16017.8,40024.4,2373.0,3171827:13;3171945:216;3171946:209;3171947:214;3171948:210
110338.9675,1788876640.1570,6,532.98,863.68,1396.65,27.6,16017.8,40024.4,2373.0,3171827:13;3171945:217;3171946:209;3171947:215;3171948:211
110339.0763,1788876640.2659,6,532.98,863.96,1396.94,9.2,16017.6,40024.6,2373.0,3171827:13;3171945:217;3171946:209;3171947:215;3171948:211
110339.1854,1788876640.3750,6,532.98,865.09,1398.07,36.4,16019.4,40022.9,2373.0,3171827:13;3171945:217;3171946:209;3171947:215;3171948:211
110339.2951,1788876640.4847,6,532.98,864.84,1397.81,18.4,16019.4,40022.9,2373.0,3171827:13;3171945:217;3171946:209;3171947:215;3171948:211
110339.4042,1788876640.5938,6,532.98,865.61,1398.59,54.8,16019.3,40022.9,2373.0,3171827:13;3171945:217;3171946:209;3171947:215;3171948:212
110339.5138,1788876640.7033,6,532.98,865.74,1398.71,9.1,16019.3,40022.9,2373.0,3171827:13;3171945:217;3171946:209;3171947:215;3171948:212
110339.6237,1788876640.8132,6,532.98,866.16,1399.13,9.1,16019.3,40022.9,2373.0,3171827:13;3171945:218;3171946:209;3171947:215;3171948:212
110339.7338,1788876640.9234,6,532.98,866.28,1399.26,0.0,16019.3,40022.9,2373.0,3171827:13;3171945:218;3171946:209;3171947:215;3171948:212
110339.8454,1788876641.0349,6,532.98,867.96,1400.93,72.8,16019.8,40022.5,2373.0,3171827:13;3171945:218;3171946:210;3171947:215;3171948:212
110339.9554,1788876641.1449,6,532.98,868.69,1401.67,36.4,16020.7,40021.5,2373.0,3171827:13;3171945:218;3171946:210;3171947:215;3171948:212
110340.0650,1788876641.2546,6,532.98,869.67,1402.65,27.3,16021.5,40020.7,2373.0,3171827:13;3171945:218;3171946:211;3171947:215;3171948:213
110340.1747,1788876641.3643,6,532.98,870.05,1403.03,36.7,16022.2,40020.0,2373.0,3171827:13;3171945:218;3171946:211;3171947:216;3171948:213
110340.2838,1788876641.4734,6,532.98,874.48,1407.46,91.8,16035.2,40007.0,2373.0,3171827:13;3171945:218;3171946:214;3171947:216;3171948:213
